globalFrame,animation,localFrame,sourceFrame,sourcePiskel,reviewFramePng,exactDuplicateOfGlobal,exactDuplicateOfLocal,adjacentMeanDiffFromPrevious
189,combat-idle-to-normal-idle,28,sprites/character/character-v8/runtime/combat-idle-to-normal-idle-cleaned-frames/frame-028.png,sprites/character/character-v8/piskel/combat-idle-to-normal-idle.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/combat-idle-to-normal-idle/frames/frame-028.png,,,2.2724
190,combat-idle-to-normal-idle,29,sprites/character/character-v8/runtime/combat-idle-to-normal-idle-cleaned-frames/frame-029.png,sprites/character/character-v8/piskel/combat-idle-to-normal-idle.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/combat-idle-to-normal-idle/frames/frame-029.png,,,1.6852
191,combat-idle-to-normal-idle,30,sprites/character/character-v8/runtime/combat-idle-to-normal-idle-cleaned-frames/frame-030.png,sprites/character/character-v8/piskel/combat-idle-to-normal-idle.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/combat-idle-to-normal-idle/frames/frame-030.png,,,2.2163
192,combat-idle-to-normal-idle,31,sprites/character/character-v8/runtime/combat-idle-to-normal-idle-cleaned-frames/frame-031.png,sprites/character/character-v8/piskel/combat-idle-to-normal-idle.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/combat-idle-to-normal-idle/frames/frame-031.png,,,1.9045
193,combat-idle-to-normal-idle,32,sprites/character/character-v8/runtime/combat-idle-to-normal-idle-cleaned-frames/frame-032.png,sprites/character/character-v8/piskel/combat-idle-to-normal-idle.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/combat-idle-to-normal-idle/frames/frame-032.png,,,2.2958
194,combat-idle-to-normal-idle,33,sprites/character/character-v8/runtime/combat-idle-to-normal-idle-cleaned-frames/frame-033.png,sprites/character/character-v8/piskel/combat-idle-to-normal-idle.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/combat-idle-to-normal-idle/frames/frame-033.png,,,5.3711
195,combat-idle-to-normal-idle,34,sprites/character/character-v8/runtime/combat-idle-to-normal-idle-cleaned-frames/frame-034.png,sprites/character/character-v8/piskel/combat-idle-to-normal-idle.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/combat-idle-to-normal-idle/frames/frame-034.png,,,6.5633
196,combat-idle-to-normal-idle,35,sprites/character/character-v8/runtime/combat-idle-to-normal-idle-cleaned-frames/frame-035.png,sprites/character/character-v8/piskel/combat-idle-to-normal-idle.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/combat-idle-to-normal-idle/frames/frame-035.png,,,1.0071
197,combat-idle-to-normal-idle,36,sprites/character/character-v8/runtime/combat-idle-to-normal-idle-cleaned-frames/frame-036.png,sprites/character/character-v8/piskel/combat-idle-to-normal-idle.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/combat-idle-to-normal-idle/frames/frame-036.png,,,5.8439
198,combat-idle-to-normal-idle,37,sprites/character/character-v8/runtime/combat-idle-to-normal-idle-cleaned-frames/frame-037.png,sprites/character/character-v8/piskel/combat-idle-to-normal-idle.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/combat-idle-to-normal-idle/frames/frame-037.png,,,5.3876
199,combat-idle-to-normal-idle,38,sprites/character/character-v8/runtime/combat-idle-to-normal-idle-cleaned-frames/frame-038.png,sprites/character/character-v8/piskel/combat-idle-to-normal-idle.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/combat-idle-to-normal-idle/frames/frame-038.png,,,0.0584
200,combat-idle-to-normal-idle,39,sprites/character/character-v8/runtime/combat-idle-to-normal-idle-cleaned-frames/frame-039.png,sprites/character/character-v8/piskel/combat-idle-to-normal-idle.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/combat-idle-to-normal-idle/frames/frame-039.png,,,0.0574
201,combat-idle-to-normal-idle,40,sprites/character/character-v8/runtime/combat-idle-to-normal-idle-cleaned-frames/frame-040.png,sprites/character/character-v8/piskel/combat-idle-to-normal-idle.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/combat-idle-to-normal-idle/frames/frame-040.png,,,6.4008
202,combat-idle-to-normal-idle,41,sprites/character/character-v8/runtime/combat-idle-to-normal-idle-cleaned-frames/frame-041.png,sprites/character/character-v8/piskel/combat-idle-to-normal-idle.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/combat-idle-to-normal-idle/frames/frame-041.png,,,0.0626
203,combat-idle-to-normal-idle,42,sprites/character/character-v8/runtime/combat-idle-to-normal-idle-cleaned-frames/frame-042.png,sprites/character/character-v8/piskel/combat-idle-to-normal-idle.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/combat-idle-to-normal-idle/frames/frame-042.png,,,0.0602
204,combat-idle-to-normal-idle,43,sprites/character/character-v8/runtime/combat-idle-to-normal-idle-cleaned-frames/frame-043.png,sprites/character/character-v8/piskel/combat-idle-to-normal-idle.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/combat-idle-to-normal-idle/frames/frame-043.png,,,0.06
205,combat-idle-to-normal-idle,44,sprites/character/character-v8/runtime/combat-idle-to-normal-idle-cleaned-frames/frame-044.png,sprites/character/character-v8/piskel/combat-idle-to-normal-idle.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/combat-idle-to-normal-idle/frames/frame-044.png,,,0.0577
206,combat-idle-to-normal-idle,45,sprites/character/character-v8/runtime/combat-idle-to-normal-idle-cleaned-frames/frame-045.png,sprites/character/character-v8/piskel/combat-idle-to-normal-idle.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/combat-idle-to-normal-idle/frames/frame-045.png,,,0.056
207,combat-idle-to-normal-idle,46,sprites/character/character-v8/runtime/combat-idle-to-normal-idle-cleaned-frames/frame-046.png,sprites/character/character-v8/piskel/combat-idle-to-normal-idle.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/combat-idle-to-normal-idle/frames/frame-046.png,,,0.0589
